Title,Bedrooms,Bathrooms,Floor_no,Occupancy_status,Floor_area^2,City,Price(�),Location,Type of Property
"Make This 1590 Sq Ft Flat Your Next Residing Location, Which Is Up For Sale In Proshanti R/A.",3,3,1,Vacant,1590,Chattogram,"49,930","Proshanti R/A, 10 No. North Kattali Ward",Flat
You Will Love To Live In This 1375 Sq Ft Apartment In 12 No. Sarai Para Ward,3,3,1,Vacant,1375,Chattogram,"32,154","12 No. Sarai Para Ward, Double Mooring",Apartment
"Buy This 1480 Sq Ft Ready Apartment In Jamal Khan, Rahmatganj",3,3,3,Vacant,1480,Chattogram,"73,495","Rahmatganj, Jamal Khan",Apartment
"A 1255 Sq Ft Residence For Sale With Spacious Bedrooms, Located At Kapasgola, 16 No. Chawk Bazaar Ward .",3,3,4,Vacant,1255,Chattogram,"66,814","Kapasgola, 16 No. Chawk Bazaar Ward",Not Specified
An Apartment Of 800 Sq.ft Is Up For Sale In Monsurabad Near Hajrat Khaja Mansur Ali Shah (r) Mazar,2,2,3,Vacant,800,Chattogram,"24,721","24 No. North Agrabad Ward, Double Mooring",Apartment
125 Sq Ft Updated Commercial Space For Sale In 9 No. North Pahartali Ward,,,3,Vacant,125,Chattogram,"29,231","Dhaka Trunk Road, 9 No. North Pahartali Ward",Commercial Property
"A Beautifully Constructed Apartment Of 1690 Sq Ft Is Vacant Right Now For Sale In 24 No. North Agrabad Ward,",3,3,6,Vacant,1690,Chattogram,"60,927","24 No. North Agrabad Ward, Double Mooring",Apartment
"A 1956 Sq Ft Nice House Is Available For Sale At New Monsurabad, With An Affordable Deal",3,3,4,Vacant,1956,Chattogram,"66,814",10 No. North Kattali Ward,House
1544 Sq Ft Flat For Sale In West Khulshi,3,3,8,Vacant,1544,Chattogram,"47,758","West Khulshi R/A, 9 No. North Pahartali Ward",Flat
"This 1379 Sq Ft Commercial Office For Sale Is Available In 15 No. Bagmoniram Ward, Near Premier University",,,4,Vacant,1379,Chattogram,"138,204","O. R. Nizam Road, 15 No. Bagmoniram Ward",Commercial Property
See This Apartment Is Up For Sale At Nasirabad Near Royal Hospital (pvt.) Limited,4,5,1,Vacant,2500,Chattogram,"116,924","Nasirabad, 15 No. Bagmoniram Ward",Apartment
"An Apartment Is Ready For Sale At Bagmoniram, Near Hillview Jame Mosjid",3,3,7,Vacant,1365,Chattogram,"73,495","Bayazid Bostami Road, 15 No. Bagmoniram Ward",Apartment
Well-constructed 1550 Sq Ft Apartment Is Ready For Sale At South Agrabad,3,3,7,Vacant,1550,Chattogram,"62,137","South Agrabad, Double Mooring",Apartment
"In Double Mooring, A 1550 Sq.ft Flat For Sale near Dutch-Bangla Bank Limited ATM",3,3,8,Vacant,1550,Chattogram,"62,371","South Agrabad, Double Mooring",Flat
"In The Beautiful Neighborhood In South Agrabad, A 3-Bedroom Large Flat Is Up For Sale",3,3,5,Vacant,1550,Chattogram,"59,030","South Agrabad, Double Mooring",Flat
1275 Sq Ft Residential Apartment For Sale At 14 No. Lalkhan Bazaar Ward,3,3,9,Vacant,1275,Chattogram,"49,400","Hill Side Residential Area, Lal Khan Bazaar",Apartment
Reasonable And Cozy Flat Of 1275 Sq Ft Is Up For Sale At Lal Khan Bazaar,3,3,9,Vacant,1275,Chattogram,"49,400","Hill Side Residential Area, Lal Khan Bazaar",Flat
Grab A 1275 Sq Ft Residence For Sale At Lal Khan Bazaar,3,3,8,Vacant,1275,Chattogram,"49,400","Hill Side Residential Area, Lal Khan Bazaar",Not Specified
This Very New Nice Flat Of 1275 Sq Ft Is Up For Sale In Lal Khan Bazaar,3,3,7,Vacant,1275,Chattogram,"49,400","Hill Side Residential Area, Lal Khan Bazaar",Flat
Apartment For Sale In Kattali Nearby Kattali Jame Masjid,3,3,2,Vacant,1500,Chattogram,"43,429","Proshanti R/A, 10 No. North Kattali Ward",Apartment
Nice-looking Apartment Including 3-Bedroom Is Ready To Sale In Chadra Nagar,3,3,3,Vacant,1450,Chattogram,"42,761","Chadra Nagar, Bayazid",Apartment
"Start Residing In This 1450 Sq Ft Properly Developed Flat For Sale, In Bayazid",3,3,7,Vacant,1450,Chattogram,"44,097","Chadra Nagar, Bayazid",Flat
1630 Sq.ft Apartment Is For Sale In Muradpur,3,3,6,Vacant,1630,Chattogram,"54,453","1 No Railway Gate, Muradpur",Apartment
2500 Square Feet Ready Flat For Sale In Panchlaish Residential Area,4,4,1,Vacant,2500,Chattogram,"116,924","Panchlaish Residential Area, 16 No. Chawk Bazaar Ward",Flat
Acquire This Shop Which Is Up For Sale In South Khulshi Near Khulshi Police Station.,,,2,Vacant,100,Chattogram,"16,703","South Khulshi, Khulshi",Commercial Property
"An Apartment Is Up For Sale In Lal Khan Bazaar, Near Janata Bank Limited",3,4,5,Vacant,1575,Chattogram,"53,451","CDA Avenue, Lal Khan Bazaar",Apartment
"The Azure Sky Is Offered By The Windows Of This 1100 Sq Ft Cozy Apartment, Situated In Lal Khan Bazaar",3,3,4,Vacant,1100,Chattogram,"46,770","14 No. Lalkhan Bazaar Ward, Lal Khan Bazaar",Apartment
This Tranquil Apartment With Modern Embellishments Is Ready To Develop Your Monochromatic Lifestyle To A Vibrant One,3,3,5,Vacant,1100,Chattogram,"43,429","14 No. Lalkhan Bazaar Ward, Lal Khan Bazaar",Apartment
Take A Look At This 1590 Sq Ft Flat Which Is Up For Sale In Jamal Khan,3,3,10,Vacant,1590,Chattogram,"66,814","Momin Road, Jamal Khan",Flat
"We Are Assisting You To Buy This Apartment Of 1335 Sq Ft In Khulshi, Habib Lane",3,4,1,Vacant,1335,Chattogram,"56,792","Habib Lane, Khulshi",Apartment
Available At 29 No. West Madarbari Ward A 2 Bedroom Residential Apartment For Sale.,2,2,1,Vacant,1000,Chattogram,"21,380",29 No. West Madarbari Ward,Apartment
Check This 286 Sq Ft Shop Space Located In 4 No Chandgaon Ward Is Now Up For Sale,,,1,Vacant,286,Chattogram,"47,772","Chand Mia Road, 4 No Chandgaon Ward",Commercial Property
Reasonable 1550 SQ FT flat is available for sale in Chandgaon,3,3,2,Vacant,1550,Chattogram,"51,781","Chandgaon Residential Area, 4 No Chandgaon Ward",Flat
"163 Square Feet Commercial Shop For Sale At Jubilee Road, 22 No. Enayet Bazaar Ward",,,,Vacant,163,Chattogram,"76,234","Jubilee Road, 22 No. Enayet Bazaar Ward",Commercial Property
Grab This 247 Sq Ft Nice Shop Available To Sale In 29 No. West Madarbari Ward,,,,Vacant,247,Chattogram,"19,804","1 No. Goli, 29 No. West Madarbari Ward",Commercial Property
"1300 Sq Ft Flat Is Available For Sale At CDA Residential Area, Double Mooring",3,3,4,Vacant,1300,Chattogram,"40,088","South Agrabad, Double Mooring",Flat
"In A Peaceful Location Of North Pahartali, A Fantastic Flat Of 2061 Sq Ft Is Waiting For Sale.",4,4,4,Vacant,2061,Chattogram,"96,880","Foy's Lake Approach Road, 9 No. North Pahartali Ward",Flat
800 Sq Ft Residential Apartment Is On Sale In Firingee Bazaar Nearby Bridge Ghat Baitur Riduan Jame Masjid,2,2,4,Vacant,800,Chattogram,"26,725","Abhoy Mitra Lane, 33 No. Firingee Bazaar Ward",Apartment
1160 Sq Ft Commercial Office Is Available For Sale At Jamal Khan,,,2,Vacant,1160,Chattogram,"193,760","Nabab Siraj Ud Daula Road, Jamal Khan",Commercial Property
Take A Look At This 1160 Square Feet Commercial Office Space For Sale In Jamal Khan Next To Red Crescent Maternity Hospital,,,1,Vacant,1160,Chattogram,"155,008","Nabab Siraj Ud Daula Road, Jamal Khan",Commercial Property
1160 Sq Ft Commercial Area Is Up For Sale At Jamal Khan,,,,Vacant,1160,Chattogram,"193,760","Nabab Siraj Ud Daula Road, Jamal Khan",Commercial Property
Offering You 1520 Sq Ft Flat For Sale In 4 No Chandgaon Ward,3,3,12,Vacant,1520,Chattogram,"40,088","Bahaddarhat, 4 No Chandgaon Ward",Flat
This 1335 Sq.ft Home Which Is For Sale Will Ensure Your Good Quality Of Living In Bahaddarhat,3,3,10,Vacant,1335,Chattogram,"31,219","Bahaddarhat, 4 No Chandgaon Ward",Not Specified
"Make This 1090 Sq Ft Flat Your Next Residing Location, Which Is Up For Sale In Mohara",2,2,3,Vacant,1090,Chattogram,"30,066","Mohara, 4 No Chandgaon Ward",Flat
1800 Sq Feet Ready Flat For Sale At Bayazid,3,4,12,Vacant,1800,Chattogram,"83,517","Nasirabad, Bayazid",Flat
This Is 1462 Sq Ft Apartment Is Set For Sale At 10 No. North Kattali Ward,3,3,6,Vacant,1462,Chattogram,"63,473","CDA R/A, 10 No. North Kattali Ward",Apartment
At Bahaddarhat 1110 Square Feet Apartment Up For Sale Near By Bahaddarhat BWDB office.,2,3,6,Vacant,1110,Chattogram,"33,373","Bahaddarhat, 4 No Chandgaon Ward",Apartment
"Available In Bahaddarhat , A 1110 Sq.Ft Apartment For Sale , Near Agrani Bank Limited.",2,3,6,Vacant,1110,Chattogram,"33,373","Bahaddarhat, 4 No Chandgaon Ward",Apartment
At Saha Waliullah R/A 1110 Square Feet Flat Is Now Up For Sale Close To Bahaddarhat BWDB office.,2,3,2,Vacant,1110,Chattogram,"33,373","Bahaddarhat, 4 No Chandgaon Ward",Flat
A Commercial Space Is Available For Sale Which Is Located In Bandartila Nearby Islami Bank Bangladesh Limited,,,5,Vacant,150,Chattogram,"10,022","39 No. South Halishahar Ward, Halishahar",Commercial Property
See This Shop Space Up For Sale Located In Bandartila Near Bandartila Eye Hospital,,,5,Vacant,180,Chattogram,"12,026","39 No. South Halishahar Ward, Halishahar",Commercial Property
At Kazirhat 115 Sq Ft Shop Is Up For Sale,,,,Vacant,115,Chattogram,"19,209","Mohara, 4 No Chandgaon Ward",Commercial Property
At Kazirhat 136 Sq.ft Shop Is up To Sale Beside To Akbar Shah Jame Masjid,,,1,Vacant,136,Chattogram,"18,173","Mohara, 4 No Chandgaon Ward",Commercial Property
Kazirhat Is Offering You A 115 Sq Ft Commercial Arena For Sale .,,,1,Vacant,115,Chattogram,"15,367","Mohara, 4 No Chandgaon Ward",Commercial Property
Worthy 1400 SQ FT residence is for sale at Bayazid,3,3,5,Vacant,1400,Chattogram,"46,770","Chattogram DOHS, Bayazid",Not Specified
This 1400 sq.ft residence will ensure your good quality of living in Chattogram DOHS which is for sale,3,3,5,Vacant,1400,Chattogram,"46,770","Chattogram DOHS, Bayazid",Not Specified
For Sale A Commercial Shop Is Available In Mohara,,,1,Vacant,180,Chattogram,"24,053","Mohara, 4 No Chandgaon Ward",Commercial Property
A Dazzling 1150 Sq Ft Residential Property Is Up For Sale Located At Pahartali,2,2,3,Vacant,1150,Chattogram,"30,734","12 No. Sarai Para Ward, Double Mooring",Not Specified
A Well-featured 1150 Sq Ft Residence Is Ready For Sale At Pahartali,2,2,7,Vacant,1150,Chattogram,"30,734","12 No. Sarai Para Ward, Double Mooring",Not Specified
A Nice And Medium Sized 1050 Sq Ft Residential Apartment Is Available For Sale At Pahartali,2,2,7,Vacant,1050,Chattogram,"28,062","12 No. Sarai Para Ward, Double Mooring",Apartment
A Flat Is Up For Sale In Pahartali,2,2,4,Vacant,1050,Chattogram,"28,062","12 No. Sarai Para Ward, Double Mooring",Flat
"Worthy 1752 SQ FT Residential Apartment is for sale at Muradpur, Road No 6",3,3,3,Vacant,1752,Chattogram,"87,285","Nasirabad Housing Society, Muradpur",Apartment
Commercial Shop For Sale In Chandgaon,,,1,Vacant,110,Chattogram,"14,699","Mohara, 4 No Chandgaon Ward",Commercial Property
240 Sq Ft Commercial Office Is Available To Sale At Bakalia,,,5,Vacant,240,Chattogram,"36,881","Dewan Bazar, Bakalia",Commercial Property
Commercial Office Of 240 Sq Ft Is Up For Sale At Bakalia,,,5,Vacant,240,Chattogram,"36,881","Dewan Bazar, Bakalia",Commercial Property
"Buy The Shop For Your Business Or Store, Ready For Sale In Korbanganj",,,1,Vacant,95,Chattogram,"8,285","Korbanigonj, Kotwali",Commercial Property
"In Korbanganj, Own Your Little Outlet, Is Up For Sale",,,1,Vacant,90,Chattogram,"8,419","Korbanigonj, Kotwali",Not Specified
Grab This 240 Sq Ft Shop For Sale At Bakalia,,,3,Vacant,240,Chattogram,"36,881","Dewan Bazar, Bakalia",Commercial Property
Apartment Of 1500 Sq Ft For Sale In Hamjarbag,2,2,3,Vacant,1500,Chattogram,"45,099","Hamjarbag, 7 No. West Sholoshohor Ward",Apartment
200 Sq Ft Shop Is Available For Sale At Bakalia,,,1,Vacant,200,Chattogram,"33,407","Dewan Bazar, Bakalia",Commercial Property
1275 Square Feet Residential Apartment For Sales At Kalamia Bazar,3,3,5,Vacant,1275,Chattogram,"34,075","18 No. East Bakalia Ward, Bakalia",Apartment
A Nice And Comfortable 1435 Sq Ft Flat Is Up For Sale In Kalamia Bazar,3,3,3,Vacant,1435,Chattogram,"38,351","18 No. East Bakalia Ward, Bakalia",Flat
"1315 Square Feet Nice Apartment Ready For Sale At Kalamia Bazar ,Bakalia",3,3,5,Vacant,1315,Chattogram,"35,144","18 No. East Bakalia Ward, Bakalia",Apartment
Worthy 1335 SQ FT Residential Apartment is for sale at 18 No. East Bakalia Ward,3,3,4,Vacant,1335,Chattogram,"35,678","18 No. East Bakalia Ward, Bakalia",Apartment
A well-constructed 1335 SQ FT flat is for sale in Bakalia,3,3,2,Vacant,1335,Chattogram,"35,678","18 No. East Bakalia Ward, Bakalia",Flat
This 1325 Sq.Ft Flat In Bakalia Near By Moor Ali Baper Jame Masjid With A Convenient Price Is Up For Sale,3,3,2,Vacant,1325,Chattogram,"35,411","18 No. East Bakalia Ward, Bakalia",Flat
Fascinating Shop At Chandgaon Ward Near Janali Hat Railway Station Is Ready For Sale,,,,Vacant,101,Chattogram,"14,846","Mohara, 4 No Chandgaon Ward",Commercial Property
Modern Shop In Chandgaon Ward Near CIDC &amp; CIMC Female Hostel Is Reay For Sale,,,1,Vacant,184,Chattogram,"22,129","Chand Mia Road, 4 No Chandgaon Ward",Commercial Property
Shop for Sale in Chandgaon nearby Jame Masjid,,,1,Vacant,150,Chattogram,"18,040","Chand Mia Road, 4 No Chandgaon Ward",Commercial Property
"Create Your New Home In A Nice Flat For Sale In West Bakalia, Near Mutual Trust Bank Limited",3,3,3,Vacant,1470,Chattogram,"29,465","17 No West Bakalia Ward, Bakalia",Flat
Move In And Inhabit This 1436 Sq Ft Properly Constructed Flat For Sale In Bagmoniram Near Chatogram Al Boraj School,3,3,2,Vacant,1436,Chattogram,"76,836","Mohammed Ali Road, 15 No. Bagmoniram Ward",Flat
Pursue This 1940 Sq Ft Flat For Sale In 15 No. Bagmoniram Ward,3,4,3,Vacant,1940,Chattogram,"107,784","O. R. Nizam Road, 15 No. Bagmoniram Ward",Flat
"Reside Conveniently In This Well Constructed 1544 Sq Ft Flat For Sale In Sholokbahar , Near First Security Islami Bank Limited.",3,3,6,Vacant,1544,Chattogram,"61,896","Al-Madani Road, Sholokbahar",Flat
In Sholokbahar A Standard 1544 Sq.Ft Flat Is For Sale.,3,3,9,Vacant,1544,Chattogram,"61,896","Al-Madani Road, Sholokbahar",Flat
"1644 Square Feet Residential Apartment For Sale At Al-Madani Road, Sholokbahar .",3,3,7,Vacant,1644,Chattogram,"65,905","Al-Madani Road, Sholokbahar",Apartment
1739 Sq Ft Flat With A Calm Environment Is For Sale In 9 No. North Pahartali Ward,3,3,8,Vacant,1739,Chattogram,"58,094","West Khulshi R/A, 9 No. North Pahartali Ward",Flat
Spot Your Place In A 1375 Sq Ft Structurally Well Built Apartment For Sale In Lal Khan Bazaar,3,3,4,Vacant,1375,Chattogram,"57,209","Hill Side Residential Area, Lal Khan Bazaar",Apartment
Buy This 555 Sq Ft Commercial Shop In The Flourishing Area Of 22 No. Enayet Bazaar Ward,,,,Vacant,555,Chattogram,"233,848","Jubilee Road, 22 No. Enayet Bazaar Ward",Commercial Property
This Slender Flat At Somobay Residential Area Meeting Your Residential Concerns Is The Perfect Home To You.,3,3,2,Vacant,1148,Chattogram,"37,362","Somobay Residential Area, Bayazid",Flat
This 1700 Sq Ft Apartment Is Up For Sale At Halishahar,4,3,2,Vacant,1700,Chattogram,"80,176","26 No. North Halishahar Ward, Halishahar",Apartment
1517 Sq.Ft Flat For Sale Covering A Beautiful Area In Colonel Hat .,3,3,3,Vacant,1517,Chattogram,"53,451","Colonel Hat, 10 No. North Kattali Ward",Flat
Commodious 2280 Sq Ft Ready Flat For Sale In Bagmoniram,3,4,4,Vacant,2280,Chattogram,"146,990","Mehidibag Road, 15 No. Bagmoniram Ward",Flat
1200 Sq Ft Flat Is Being Constructed For Sale In 24 No. North Agrabad Ward,3,2,6,Vacant,1200,Chattogram,"45,433","24 No. North Agrabad Ward, Double Mooring",Flat
Standard 1500 Sq Ft Residential Apartment For Sale In South Khulsi,3,3,4,Vacant,1500,Chattogram,"74,831","Paharicka R/A Road, South Khulsi",Apartment
Modest 1500 Sq Ft Apartment For Sale At South Khulsi,3,3,4,Vacant,1500,Chattogram,"74,831","Paharicka R/A Road, South Khulsi",Apartment
"View This 2000 Sq Ft Apartment For Sale At Khulshi, Zakir Hossain Road",3,3,8,Vacant,2000,Chattogram,"106,902","Zakir Hossain Road, Khulshi",Apartment
A Dazzling Apartment Of 2506 Sq Ft Is Up For Sale In Alkoron Ward,3,5,7,Vacant,2506,Chattogram,"100,220","Alkaran Road, 31 No. Alkoron Ward",Apartment
"3 Bedroom, 2 Bathroom Apartment With A View Is Up For Sale Nearby Darul Ma&#039;Arif Al Islamia.",3,2,1,Vacant,750,Chattogram,"16,703","Kalu Shah Bazar, 4 No Chandgaon Ward",Apartment
We Have A 1305 Sq.Ft Flat For Sale In Chandgaon Nearby CDA Public School &amp; College.,3,3,4,Vacant,1305,Chattogram,"43,596","Chandgaon Residential Area, 4 No Chandgaon Ward",Flat
"A Flat Can Be Found In Chandgaon R/a For Sale, Near Chandgaon Government Primary School",3,3,3,Vacant,2400,Chattogram,"80,176","Chandgaon Residential Area, 4 No Chandgaon Ward",Flat
"1100 Sq Ft Flat Is Up For Sale In Agrabad Housing Residential Area, Double Mooring",3,3,1,Vacant,1100,Chattogram,"30,066","24 No. North Agrabad Ward, Double Mooring",Flat
Lovely Apartment Covering An Area Of 1100 Sq Ft Is Up For Sale In Cosmopolitan R/a,2,2,3,Vacant,1100,Chattogram,"44,097","Cosmopolitan R/A, 7 No. West Sholoshohor Ward",Apartment
134 Sq Ft Shop Is Available To Sale In Chandgaon,,,1,Vacant,134,Chattogram,"17,906","Mohara, 4 No Chandgaon Ward",Commercial Property
151 Sq Ft Shop Is Available To Sale In Chandgaon,,,1,Vacant,151,Chattogram,"20,178","Mohara, 4 No Chandgaon Ward",Commercial Property
Close To Majid Sawdagor Masjid 1685 Sq Ft Apartment To Sale In Bakalia,3,3,1,Vacant,1685,Chattogram,"61,920","Dewan Bazar, Bakalia",Apartment
1400 Sq Ft Apartment To Sale In Dewan Bazar Near To Shri Shri Ramthakur O Joy Baba Loknath Kunjo,3,3,1,Vacant,1400,Chattogram,"51,447","Dewan Bazar, Bakalia",Apartment
"A 1150 Sq Ft Flat Is Up For Sale In A Well Secured Location Of Kulgaon, Bayazid",3,3,7,Vacant,1150,Chattogram,"38,752","Kulgaon, Bayazid",Flat
"Remarkable Office Of 14528 Sq Ft Is Available For Sale In 28 No. Pathantooly Ward, Double Mooring",,,7,Vacant,14528,Chattogram,"2,426,672","28 No. Pathantooly Ward, Double Mooring",Office Space
"Lovely Apartment Of 1080 Sq Ft Is Up For Sale In Chandrima, Chandgaon Residential Area",3,3,2,Vacant,1080,Chattogram,"38,084","Chandgaon Residential Area, 4 No Chandgaon Ward",Apartment
A Modern Well-planned Flat Of 1075 Sq Ft Is Up For Sale In 31 No. Alkoron Ward,3,2,5,Vacant,1075,Chattogram,"36,748","Alkaran Road, 31 No. Alkoron Ward",Flat
An Apartment Is Up For Sale At Colonel Hat Near To Colonel Hat Bus Stop,2,2,5,Vacant,978,Chattogram,"33,407","Colonel Hat, 10 No. North Kattali Ward",Apartment
A Worthwhile 1433 Sq Ft Residential Home Is Ready For Sale At Bayazid,3,3,1,Vacant,1433,Chattogram,"47,651","Somobay Residential Area, Bayazid",Not Specified
1350 Sq Ft Flat Is Up For sale At 15 No. Bagmoniram Ward Close To Sunmar Shopping Mall,3,4,7,Vacant,1350,Chattogram,"53,451","Mehidibag, 15 No. Bagmoniram Ward",Flat
"We Are Assisting You To Take A Tour Of This 1665 Sq Ft Apartment For Sale In Sholokbahar, Abdul Hamid Road",3,3,8,Vacant,1665,Chattogram,"46,770","Abdul Hamid Road, Sholokbahar",Apartment
This Shop Is Up For Sale In Bagmoniram Near Sunshine Grammar School & College,,,1,Vacant,153,Chattogram,"66,814","Bayazid Bostami Road, 15 No. Bagmoniram Ward",Commercial Property
2148 Sq.Ft Office Space Is Vacant For Sale In Double Mooring Near Tobank Asia.,,,5,Vacant,2148,Chattogram,"258,328","Commerce College Road, Double Mooring",Office Space
Commercial Shops For Sale In 22 No. Enayet Bazaar Ward Near Mosque,,,2,Vacant,88,Chattogram,"8,018","Nandan Kanan, 22 No. Enayet Bazaar Ward",Commercial Property
Take a Look at This 4500 Sq Ft Office for sale in Bagmoniram,,,1,Vacant,4500,Chattogram,"371,618","Chatteshwari Road, 15 No. Bagmoniram Ward",Office Space
This 1050 Sq Ft Apartment Is Available To Sale At 33 No. Firingee Bazaar Ward,3,3,3,Vacant,1050,Chattogram,"35,077","Kobi Kazi Nazrul Islam Road, 33 No. Firingee Bazaar Ward",Apartment
